gvkey,year,quarter,n_rows
318297,2021,2,1
318297,2021,3,1
318297,2021,4,1
318297,2022,1,1
318360,2022,1,1
318360,2022,2,1
318361,2020,1,1
318361,2020,2,1
318361,2020,3,1
318361,2020,4,1
318361,2021,1,1
318361,2021,2,1
318361,2021,3,1
318361,2021,4,1
318361,2022,1,1
318361,2022,2,1
318391,2020,2,1
318391,2020,4,1
318396,2020,1,1
318396,2020,3,1
318396,2021,3,1
318396,2021,4,1
318396,2022,1,1
318405,2020,1,1
318405,2020,2,1
318405,2020,3,1
318405,2020,4,1
318405,2021,1,1
318405,2021,2,1
318405,2021,3,1
318405,2021,4,1
318405,2022,1,1
318405,2022,2,1
318414,2020,1,1
318414,2020,2,1
318414,2020,3,1
318414,2020,4,1
318414,2021,1,1
318414,2021,2,1
318414,2021,3,1
318414,2021,4,1
318414,2022,1,1
318426,2020,1,1
318426,2020,2,1
318426,2020,3,1
318426,2020,4,1
318426,2021,1,1
318426,2021,2,1
318426,2021,3,1
318426,2021,4,1
318426,2022,1,1
318426,2022,2,1
31843,2020,1,1
31843,2020,2,1
31843,2020,3,1
31843,2020,4,1
31843,2021,1,1
31843,2021,2,1
31843,2021,3,1
31843,2021,4,1
31843,2022,1,1
31843,2022,2,1
318434,2020,1,1
318434,2020,2,1
318434,2020,3,1
318434,2020,4,1
318434,2021,1,1
318434,2021,2,1
318434,2021,3,1
318434,2021,4,1
318434,2022,1,1
318434,2022,2,1
318441,2020,1,1
318441,2020,2,1
318441,2020,3,1
318441,2021,1,1
318441,2021,2,1
318441,2021,3,1
318441,2022,1,1
318447,2020,1,1
318447,2020,3,1
318447,2020,4,1
318447,2021,1,1
318447,2021,2,1
318447,2021,3,1
318447,2021,4,1
318447,2022,1,1
31845,2020,1,1
31845,2020,2,1
31845,2020,3,1
31845,2020,4,1
31845,2021,1,1
31845,2021,2,1
31845,2021,3,1
31845,2021,4,1
31845,2022,1,1
31845,2022,2,1
318452,2020,2,1
318455,2020,2,1
318455,2020,4,1
318455,2021,2,1
318455,2021,4,1
318456,2020,1,1
318456,2020,2,1
318456,2020,3,1
318456,2020,4,1
318456,2021,1,1
318456,2021,2,1
318456,2021,3,1
318456,2021,4,1
318456,2022,1,1
318456,2022,2,1
31846,2020,1,1
31846,2020,2,1
31846,2020,3,1
31846,2020,4,1
31846,2021,1,1
31846,2021,2,1
31846,2021,3,1
31846,2021,4,1
31846,2022,1,1
318466,2020,1,1
318466,2020,2,1
318466,2020,3,1
318466,2020,4,1
318466,2021,1,1
318466,2021,2,1
318466,2021,3,1
318466,2021,4,1
318466,2022,1,1
318466,2022,2,1
318469,2020,1,1
318469,2020,2,1
318469,2020,3,1
318469,2020,4,1
318469,2021,3,1
31848,2020,4,1
318480,2020,1,1
318480,2020,3,1
318480,2020,4,1
318480,2021,1,1
318480,2021,3,1
318480,2021,4,1
318480,2022,1,1
318491,2020,1,1
318491,2020,2,1
318491,2020,3,1
318491,2020,4,1
318491,2021,1,1
318491,2021,2,1
318491,2021,3,1
318491,2021,4,1
318491,2022,1,1
318491,2022,2,1
318493,2020,1,1
318493,2020,2,1
318493,2020,3,1
318493,2020,4,1
318493,2021,1,1
318493,2021,2,1
318493,2021,3,1
318493,2021,4,1
318493,2022,1,1
318504,2021,1,1
318504,2021,2,1
318510,2020,2,1
318510,2020,3,1
318510,2020,4,1
318510,2021,2,1
318510,2021,3,1
318510,2021,4,1
318510,2022,1,1
318525,2020,1,1
318525,2020,2,1
318525,2020,3,1
318525,2020,4,1
318525,2021,1,1
318525,2021,3,1
318525,2021,4,1
318525,2022,1,1
318538,2020,1,1
318538,2020,2,1
318538,2020,3,1
318538,2020,4,1
318538,2021,1,1
318538,2021,2,1
318538,2021,3,1
318538,2021,4,1
318538,2022,1,1
318538,2022,2,1
318540,2020,1,1
318540,2020,2,1
318540,2020,3,1
318540,2020,4,1
318540,2021,1,1
318540,2021,2,1
318540,2021,3,1
318540,2021,4,1
318540,2022,1,1
318563,2020,1,1
318563,2020,3,1
318563,2020,4,1
318563,2021,1,1
318563,2021,3,1
318563,2021,4,1
318565,2020,1,1
318565,2020,2,1
318565,2020,4,1
318565,2021,4,1
318565,2022,2,1
318577,2020,1,1
318577,2020,3,1
318577,2021,2,1
318577,2021,3,1
318577,2022,2,1
318600,2020,1,1
318600,2020,3,1
318600,2022,1,1
318603,2020,1,1
318603,2020,2,1
318603,2020,3,1
318603,2020,4,1
318603,2021,1,1
318603,2021,2,1
318603,2021,3,1
318603,2021,4,1
318603,2022,1,1
318603,2022,2,1
318634,2020,1,1
318634,2020,2,1
318634,2020,3,1
318634,2021,1,1
318634,2021,3,1
318634,2022,1,1
318659,2020,1,1
318659,2020,2,1
318659,2020,3,1
318659,2020,4,1
318659,2021,1,1
318659,2021,2,1
318659,2021,3,1
318659,2021,4,1
318659,2022,1,1
318659,2022,2,1
318665,2020,1,1
318665,2021,3,1
318665,2021,4,1
318667,2020,1,1
318667,2020,3,1
318667,2020,4,1
318667,2021,1,1
318667,2021,3,1
318667,2022,1,1
318668,2020,1,1
318668,2020,2,1
318668,2020,3,1
318668,2020,4,1
318668,2021,1,1
318668,2021,2,1
318668,2021,3,1
318668,2021,4,1
318668,2022,1,1
318669,2020,1,1
318669,2020,3,1
318669,2020,4,1
318682,2020,1,1
318682,2020,3,1
318682,2021,1,1
318682,2021,3,1
318682,2022,1,1
318702,2020,1,1
318702,2020,3,1
318702,2020,4,1
318702,2021,1,1
318702,2021,3,1
318702,2021,4,1
318702,2022,1,1
318718,2020,1,1
318718,2020,2,1
318718,2020,3,1
318718,2020,4,1
318718,2021,1,1
318718,2021,2,1
318718,2021,3,1
318718,2021,4,1
318718,2022,1,1
318718,2022,2,1
318726,2020,2,1
318726,2020,4,1
318728,2020,1,1
318728,2020,2,1
318728,2020,3,1
318728,2020,4,1
318728,2021,1,1
318728,2021,2,1
318728,2021,3,1
318728,2021,4,1
318752,2020,4,1
318752,2022,1,1
318752,2022,2,1
318790,2020,1,1
318790,2020,3,1
318790,2020,4,1
318790,2021,1,1
318790,2021,3,1
318790,2021,4,1
318790,2022,1,1
318795,2020,1,1
318795,2020,3,1
318795,2021,1,1
318795,2021,3,1
318795,2022,1,1
318815,2020,3,1
318815,2020,4,1
318815,2021,2,1
318815,2021,3,1
318815,2021,4,1
318822,2020,1,1
318822,2020,3,1
318822,2021,1,1
318822,2021,3,1
318822,2021,4,1
318822,2022,1,1
318825,2020,1,1
318825,2020,2,1
318825,2020,3,1
318825,2020,4,1
318825,2021,1,1
318825,2021,3,1
318825,2022,1,1
318850,2021,3,1
318850,2021,4,1
318856,2020,2,1
318856,2020,4,1
318856,2021,2,1
318856,2021,4,1
31887,2020,1,1
31887,2020,2,1
31887,2020,3,1
31887,2020,4,1
31887,2021,1,1
31887,2021,2,1
31887,2021,3,1
31887,2021,4,1
31887,2022,1,1
31887,2022,2,1
318874,2020,1,1
318874,2020,2,1
318874,2020,3,1
318874,2021,1,1
318874,2021,2,1
318874,2021,3,1
318874,2022,1,1
318878,2020,1,1
318878,2020,3,1
318878,2020,4,1
318878,2021,1,1
318878,2021,3,1
318878,2021,4,1
318878,2022,1,1
318906,2020,1,1
318906,2020,2,1
318906,2020,4,1
318906,2021,1,1
318906,2021,2,1
318906,2021,3,1
318906,2022,1,1
318920,2020,3,1
318920,2020,4,1
318920,2021,1,1
318920,2021,2,1
318920,2021,3,1
318920,2021,4,1
318920,2022,1,1
318920,2022,2,1
31895,2020,2,1
31895,2021,2,1
318957,2020,1,1
318957,2020,3,1
318957,2020,4,1
318957,2021,2,1
318957,2021,3,1
318957,2021,4,1
318978,2020,1,1
318978,2020,2,1
318978,2020,3,1
318978,2020,4,1
318978,2021,1,1
318978,2021,2,1
318978,2021,3,1
318978,2022,1,1
31914,2020,1,1
31914,2020,2,1
31914,2020,3,1
31914,2020,4,1
31914,2021,1,1
31914,2021,2,1
31914,2021,3,1
31914,2021,4,1
31914,2022,1,1
31914,2022,2,1
319163,2020,1,1
319163,2021,1,1
319163,2021,4,1
319163,2022,1,1
319178,2020,1,1
319178,2020,3,1
319178,2021,2,1
319178,2021,3,1
319178,2022,2,1
319179,2020,1,1
319179,2020,4,1
319179,2021,1,1
319183,2020,1,1
319183,2020,3,1
319183,2020,4,1
319183,2021,1,1
319183,2021,3,1
319183,2022,1,1
319193,2020,2,1
319193,2021,2,1
319193,2021,3,1
319195,2020,1,1
319195,2020,2,1
319195,2020,3,1
319195,2020,4,1
319197,2020,1,1
319197,2020,2,1
319197,2020,3,1
319197,2020,4,1
319197,2021,1,1
319197,2021,2,1
319197,2021,3,1
319197,2021,4,1
319197,2022,1,1
319197,2022,2,1
319206,2020,1,1
319206,2020,2,1
319206,2020,3,1
319206,2020,4,1
319206,2021,1,1
319206,2021,2,1
319206,2021,4,1
319206,2022,1,1
319206,2022,2,1
319207,2020,1,1
319207,2020,2,1
319207,2020,3,1
319207,2020,4,1
319207,2021,1,1
319207,2021,2,1
319207,2021,3,1
319207,2021,4,1
319207,2022,1,1
319207,2022,2,1
319219,2020,1,1
319219,2020,2,1
319219,2020,3,1
319219,2020,4,1
319219,2021,1,1
319219,2021,2,1
319219,2021,3,1
319219,2021,4,1
319219,2022,1,1
319219,2022,2,1
319230,2020,1,1
319230,2020,2,1
319230,2020,3,1
319230,2020,4,1
319230,2021,1,1
319230,2021,3,1
319230,2022,1,1
319272,2020,1,1
319272,2020,2,1
319272,2020,4,1
319272,2021,2,1
319272,2021,3,1
319272,2022,2,1
319291,2020,1,1
319291,2020,3,1
319291,2020,4,1
319291,2021,1,1
319296,2020,1,1
319296,2020,2,1
319296,2020,3,1
319296,2020,4,1
319296,2021,1,1
319296,2021,2,1
319296,2021,3,1
319296,2021,4,1
319296,2022,1,1
319302,2020,2,1
319302,2020,4,1
319302,2021,2,1
319302,2021,4,1
319309,2020,1,1
319309,2020,2,1
319309,2020,3,1
319309,2020,4,1
319309,2021,1,1
319309,2021,2,1
319309,2021,3,1
319309,2021,4,1
319309,2022,1,1
319309,2022,2,1
319310,2020,2,1
319310,2020,3,1
319310,2020,4,1
319310,2021,2,1
319310,2021,3,1
319310,2021,4,1
319310,2022,2,1
319313,2020,1,1
319313,2020,2,1
319313,2020,3,1
319313,2020,4,1
319313,2021,1,1
319313,2021,2,1
319313,2021,3,1
319313,2021,4,1
319313,2022,1,1
319322,2020,3,1
319322,2021,3,1
319325,2020,1,1
319325,2020,2,1
319325,2020,3,1
319325,2020,4,1
319325,2021,1,1
319325,2021,2,1
319325,2021,3,1
319325,2021,4,1
319325,2022,1,1
319325,2022,2,1
319329,2020,2,1
319329,2021,2,1
319329,2021,4,1
319329,2022,2,1
319332,2020,1,1
319332,2020,2,1
319332,2020,3,1
319332,2020,4,1
319332,2021,1,1
319332,2021,2,1
319332,2021,3,1
319332,2021,4,1
319332,2022,1,1
319366,2022,1,1
319367,2020,1,1
319399,2020,2,1
319399,2020,4,1
319399,2021,1,1
319399,2021,2,1
319399,2021,4,1
319399,2022,1,1
319399,2022,2,1
319408,2020,1,1
319408,2020,4,1
319408,2021,1,1
319408,2021,4,1
319408,2022,1,1
319417,2020,2,1
319417,2020,4,1
319417,2021,2,1
319417,2021,4,1
319417,2022,1,1
319432,2020,1,1
319432,2020,2,1
319432,2020,3,1
319432,2020,4,1
319432,2021,1,1
319432,2021,2,1
319432,2021,3,1
319432,2021,4,1
319432,2022,1,1
319432,2022,2,1
319454,2020,1,1
319454,2020,3,1
319454,2021,1,1
319454,2021,3,1
319454,2021,4,1
319454,2022,1,1
319466,2020,2,1
319466,2020,4,1
319466,2022,1,1
319476,2020,1,1
319476,2020,3,1
319476,2020,4,1
319476,2021,1,1
319476,2021,3,1
319476,2021,4,1
319476,2022,1,1
319477,2020,3,1
319477,2021,2,1
319477,2021,4,1
319478,2020,1,1
319478,2020,2,1
319478,2020,3,1
319478,2020,4,1
319478,2021,1,1
319478,2021,3,1
319478,2021,4,1
319478,2022,1,1
319478,2022,2,1
319480,2020,1,1
319480,2020,2,1
319480,2020,3,1
319480,2020,4,1
319480,2021,1,1
319480,2021,2,1
319480,2021,3,1
319480,2021,4,1
319480,2022,1,1
319480,2022,2,1
319484,2020,1,1
319484,2020,2,1
319484,2020,3,1
319484,2020,4,1
319484,2021,1,1
319484,2021,2,1
319484,2021,3,1
319484,2021,4,1
319496,2020,1,1
319496,2020,3,1
319496,2021,1,1
319496,2021,3,1
319500,2021,4,1
319505,2020,1,1
319505,2020,3,1
319505,2021,1,1
319509,2020,3,1
319509,2021,1,1
319509,2021,3,1
319509,2022,1,1
319521,2020,1,1
319521,2020,2,1
319521,2020,3,1
319521,2020,4,1
319521,2021,1,1
319521,2021,2,1
319521,2021,3,1
319521,2021,4,1
31954,2021,2,1
31954,2021,3,1
31954,2021,4,1
31954,2022,1,1
319558,2020,1,1
319558,2020,3,1
319558,2021,1,1
319558,2021,2,1
319558,2021,4,1
319558,2022,1,1
319558,2022,2,1
319560,2020,2,1
319560,2020,4,1
319560,2021,2,1
319560,2021,4,1
319560,2022,2,1
31958,2020,1,1
31958,2020,2,1
31958,2020,3,1
31958,2020,4,1
31958,2021,1,1
31958,2021,2,1
31958,2021,3,1
31958,2021,4,1
31958,2022,1,1
31958,2022,2,1
319588,2020,1,1
319588,2020,2,1
319588,2020,3,1
319588,2020,4,1
319588,2021,1,1
319588,2021,2,1
319588,2021,3,1
319588,2021,4,1
319588,2022,1,1
319588,2022,2,1
319612,2020,1,1
319612,2020,2,1
319612,2020,3,1
319612,2020,4,1
319612,2021,1,1
319612,2021,2,1
319612,2021,3,1
319612,2021,4,1
319612,2022,1,1
319615,2021,4,1
319616,2020,1,1
319616,2020,3,1
319616,2020,4,1
319616,2021,1,1
319616,2021,3,1
319616,2022,1,1
319654,2020,3,1
319654,2021,1,1
319657,2020,1,1
319657,2020,2,1
319657,2020,3,1
319657,2020,4,1
319657,2021,1,1
319657,2021,2,1
319657,2021,3,1
319657,2021,4,1
319657,2022,1,1
319659,2020,1,1
319659,2020,2,1
319659,2020,3,1
319659,2020,4,1
319659,2021,1,1
319659,2021,2,1
319659,2021,3,1
319659,2021,4,1
319659,2022,1,1
319659,2022,2,1
31966,2020,1,1
31966,2020,2,1
31966,2020,3,1
31966,2020,4,1
31966,2021,1,1
31966,2021,2,1
31966,2021,3,1
31966,2021,4,1
31966,2022,1,1
31966,2022,2,1
319661,2021,3,1
319661,2022,1,1
319671,2020,2,1
319671,2020,3,1
319671,2021,4,1
319671,2022,1,1
319671,2022,2,1
319672,2022,1,1
319672,2022,2,1
319679,2020,1,1
319679,2020,2,1
319687,2020,1,1
319687,2020,2,1
319687,2020,3,1
319687,2020,4,1
319687,2021,1,1
319687,2021,2,1
319687,2021,3,1
319687,2021,4,1
319687,2022,1,1
319697,2020,1,1
319697,2020,2,1
319697,2021,2,1
319697,2021,4,1
319729,2020,1,1
319729,2020,3,1
319729,2020,4,1
319729,2021,1,1
319729,2021,3,1
319729,2021,4,1
319729,2022,1,1
319738,2021,3,1
319744,2020,1,1
319744,2020,2,1
319744,2020,3,1
319744,2020,4,1
319744,2021,1,1
319744,2021,2,1
319744,2021,3,1
319744,2021,4,1
319744,2022,1,1
319744,2022,2,1
319746,2020,1,1
319746,2020,2,1
319746,2020,3,1
319746,2020,4,1
319746,2021,1,1
319746,2021,2,1
319746,2021,3,1
319746,2021,4,1
319746,2022,1,1
319746,2022,2,1
319747,2020,1,1
319747,2020,2,1
319747,2020,3,1
319747,2020,4,1
319747,2021,1,1
319747,2021,2,1
319747,2021,3,1
319747,2021,4,1
319747,2022,1,1
319759,2020,3,1
319759,2021,1,1
319759,2021,3,1
319759,2022,1,1
319800,2020,1,1
319804,2020,1,1
319804,2020,2,1
319804,2020,3,1
319806,2020,1,1
319806,2020,2,1
319806,2020,3,1
319806,2020,4,1
319806,2021,1,1
319806,2021,2,1
319806,2021,3,1
319806,2021,4,1
319806,2022,1,1
319821,2022,1,1
319835,2021,3,1
319835,2021,4,1
319835,2022,1,1
319835,2022,2,1
319837,2020,1,1
319837,2020,3,1
319837,2021,1,1
319837,2021,3,1
319859,2020,1,1
319859,2020,3,1
319859,2021,1,1
319865,2020,1,1
319865,2020,2,1
319865,2020,3,1
319865,2020,4,1
319865,2021,1,1
319865,2021,2,1
319865,2021,3,1
319865,2021,4,1
319865,2022,1,1
319866,2020,1,1
319866,2020,2,1
319866,2020,3,1
319866,2020,4,1
319866,2021,1,1
319866,2021,2,1
319866,2021,3,1
319866,2021,4,1
319866,2022,1,1
319866,2022,2,1
319868,2020,1,1
319868,2020,3,1
319868,2020,4,1
319868,2021,1,1
319868,2021,2,1
319868,2021,3,1
319868,2021,4,1
319877,2020,2,1
319877,2020,3,1
319877,2021,1,1
319885,2022,1,1
319886,2020,1,1
319886,2020,2,1
319886,2020,3,1
319886,2020,4,1
319886,2021,1,1
319886,2021,3,1
319886,2021,4,1
319886,2022,1,1
319894,2020,1,1
319894,2020,3,1
319903,2020,1,1
319903,2020,2,1
319903,2020,3,1
319903,2020,4,1
319903,2021,1,1
319903,2021,2,1
319903,2021,3,1
319903,2021,4,1
319903,2022,1,1
319903,2022,2,1
319912,2020,1,1
319912,2020,2,1
319912,2020,3,1
319912,2020,4,1
319912,2021,1,1
319912,2021,2,1
319912,2021,3,1
319912,2021,4,1
319912,2022,1,1
319912,2022,2,1
319915,2020,1,1
319915,2020,2,1
319915,2020,3,1
319915,2020,4,1
319915,2021,1,1
319915,2021,2,1
319915,2021,3,1
319915,2021,4,1
319915,2022,1,1
319915,2022,2,1
319917,2020,3,1
319917,2020,4,1
319917,2021,1,1
319917,2021,2,1
319917,2021,3,1
319917,2022,1,1
319917,2022,2,1
319919,2020,4,1
319919,2021,1,1
319919,2021,2,1
319919,2022,1,1
319929,2020,1,1
319929,2022,1,1
319938,2020,3,1
319938,2020,4,1
319938,2021,1,1
319938,2021,2,1
319938,2021,4,1
319938,2022,2,1
31994,2020,1,1
31994,2020,2,1
31994,2020,3,1
31994,2020,4,1
31994,2021,1,1
31994,2021,2,1
31994,2021,3,1
31994,2021,4,1
31994,2022,1,1
319956,2020,1,1
319956,2020,2,1
319956,2020,3,1
319956,2020,4,1
319956,2021,1,1
319956,2021,2,1
319956,2021,3,1
319956,2022,1,1
319956,2022,2,1
319977,2020,1,1
319977,2020,2,1
319977,2020,4,1
319977,2021,2,1
319977,2021,3,1
319977,2022,1,1
320008,2020,3,1
320008,2021,1,1
320008,2021,3,1
320008,2022,1,1
320019,2020,2,1
320019,2020,3,1
320029,2020,1,1
320029,2020,2,1
320029,2020,3,1
320029,2020,4,1
320029,2021,1,1
320029,2021,2,1
320029,2021,3,1
320029,2021,4,1
320029,2022,1,1
320031,2020,1,1
320031,2020,2,1
320031,2020,3,1
320031,2020,4,1
320031,2021,1,1
320031,2021,2,1
320031,2021,3,1
320037,2020,1,1
320037,2020,2,1
320037,2020,3,1
320037,2020,4,1
320037,2021,1,1
320037,2021,2,1
320037,2021,3,1
320037,2021,4,1
320037,2022,1,1
320038,2020,2,1
320038,2020,3,1
320039,2020,2,1
320039,2020,3,1
320039,2021,2,1
320039,2021,3,1
320039,2021,4,1
320065,2022,1,1
320065,2022,2,1
320078,2020,1,1
320078,2020,3,1
320078,2020,4,1
320078,2022,1,1
320080,2020,1,1
320080,2020,3,1
320080,2021,1,1
320080,2021,3,1
320080,2022,1,1
320103,2020,1,1
320103,2020,2,1
320103,2020,3,1
320103,2020,4,1
320103,2021,1,1
320124,2020,1,1
320124,2020,2,1
320124,2020,3,1
320124,2020,4,1
320124,2021,1,1
320124,2021,2,1
320124,2021,3,1
320124,2021,4,1
320124,2022,1,1
320129,2020,1,1
320129,2020,2,1
320129,2020,3,1
320129,2021,1,1
320129,2021,2,1
320129,2021,3,1
320129,2022,1,1
32014,2020,3,1
32014,2020,4,1
32014,2021,4,1
320155,2022,1,1
320158,2020,1,1
320158,2022,1,1
320162,2020,2,1
320162,2020,3,1
320162,2020,4,1
320162,2021,1,1
320162,2021,2,1
320162,2021,3,1
32018,2020,1,1
32018,2020,2,1
32018,2020,3,1
32018,2020,4,1
32018,2021,1,1
32018,2021,2,1
32018,2021,3,1
32018,2021,4,1
32018,2022,1,1
320182,2020,1,1
320182,2021,3,1
320182,2022,1,1
320224,2020,1,1
320224,2020,2,1
320224,2020,3,1
320224,2020,4,1
320224,2021,1,1
320224,2021,2,1
320224,2021,3,1
320224,2021,4,1
320224,2022,1,1
320224,2022,2,1
320241,2020,1,1
320241,2020,2,1
320241,2020,3,1
320241,2021,1,1
320241,2021,3,1
320243,2021,2,1
320243,2021,3,1
320243,2021,4,1
320243,2022,1,1
320250,2020,1,1
320250,2020,2,1
320250,2020,3,1
320250,2020,4,1
320250,2021,1,1
320250,2021,2,1
320250,2021,3,1
320250,2021,4,1
320250,2022,1,1
320251,2020,1,1
320251,2020,2,1
320251,2020,3,1
320251,2020,4,1
320251,2021,1,1
320251,2021,2,1
320251,2021,3,1
320251,2021,4,1
320251,2022,1,1
320251,2022,2,1
320256,2020,1,1
320256,2020,2,1
320256,2020,3,1
320256,2020,4,1
320256,2021,3,1
320256,2021,4,1
320256,2022,1,1
320288,2020,1,1
320288,2020,3,1
320288,2020,4,1
320288,2021,1,1
320288,2021,2,1
320288,2021,3,1
320288,2021,4,1
320288,2022,1,1
320291,2021,4,1
320291,2022,1,1
320297,2020,1,1
320297,2020,2,1
320297,2020,3,1
320297,2020,4,1
320297,2021,1,1
320297,2021,2,1
320297,2021,3,1
320297,2021,4,1
320297,2022,1,1
320297,2022,2,1
3203,2021,1,1
320332,2020,1,1
320332,2020,3,1
320335,2020,1,1
320335,2020,2,1
320335,2020,3,1
320335,2020,4,1
320335,2021,1,1
320335,2021,2,1
320335,2021,3,1
320335,2021,4,1
320335,2022,1,1
320339,2020,1,1
320339,2020,3,1
320339,2020,4,1
320339,2021,1,1
320339,2021,2,1
320339,2021,3,1
320339,2021,4,1
320339,2022,1,1
320433,2020,1,1
320433,2020,2,1
320433,2020,3,1
320433,2021,1,1
320436,2020,1,1
320436,2020,3,1
320436,2021,1,1
320436,2021,3,1
320436,2022,1,1
320448,2020,1,1
320448,2020,2,1
320448,2020,3,1
320448,2020,4,1
320448,2021,1,1
320448,2021,2,1
320448,2021,3,1
320448,2021,4,1
320448,2022,1,1
320448,2022,2,1
32046,2020,1,1
32046,2020,2,1
32046,2020,3,1
320467,2020,1,1
320467,2020,2,1
320467,2020,3,1
320467,2020,4,1
320467,2021,1,1
320467,2021,2,1
320467,2021,3,1
320467,2021,4,1
320467,2022,1,1
320467,2022,2,1
320474,2020,1,1
320474,2020,3,1
320481,2020,1,1
320481,2020,4,1
320481,2021,3,1
320486,2020,1,1
320486,2020,2,1
320486,2020,3,1
320486,2020,4,1
320486,2021,1,1
320486,2021,2,1
320486,2021,3,1
320486,2021,4,1
320486,2022,1,1
320486,2022,2,1
320490,2021,4,1
320495,2020,2,1
320495,2020,4,1
320495,2021,1,1
320495,2021,2,1
320495,2021,4,1
320547,2020,1,1
320547,2021,2,1
320547,2022,1,1
32058,2020,2,1
32058,2020,3,1
32058,2020,4,1
32058,2021,2,1
32058,2021,3,1
32058,2021,4,1
320604,2020,1,1
320604,2020,3,1
320604,2020,4,1
320604,2021,1,1
320604,2021,3,1
320604,2021,4,1
320604,2022,1,1
320610,2020,2,1
320610,2021,2,1
320610,2021,4,1
320618,2020,1,1
320618,2020,3,1
320618,2020,4,1
320618,2021,2,1
320618,2021,3,1
320619,2020,1,1
320619,2020,3,1
320619,2020,4,1
320619,2021,1,1
320619,2021,2,1
320619,2021,3,1
320619,2021,4,1
320619,2022,1,1
320620,2020,3,1
320620,2021,1,1
320620,2021,3,1
320620,2022,1,1
320628,2020,2,1
320628,2020,3,1
320628,2021,3,1
320662,2022,1,1
320673,2020,1,1
320673,2020,2,1
320673,2020,3,1
320673,2020,4,1
320673,2021,1,1
320673,2021,2,1
320673,2021,3,1
320673,2021,4,1
320673,2022,1,1
320694,2020,1,1
320694,2020,3,1
320694,2020,4,1
320694,2021,1,1
320694,2021,3,1
320694,2021,4,1
320694,2022,1,1
320695,2020,1,1
320695,2020,3,1
320696,2021,3,1
320696,2021,4,1
320696,2022,1,1
320696,2022,2,1
320700,2020,1,1
320700,2020,2,1
320701,2020,1,1
320701,2020,3,1
320701,2021,1,1
320701,2021,3,1
320701,2022,1,1
320708,2020,1,1
320708,2020,2,1
320708,2020,3,1
320708,2020,4,1
320708,2021,1,1
320708,2021,2,1
320708,2021,3,1
320708,2021,4,1
320708,2022,1,1
320716,2020,1,1
320716,2020,2,1
320716,2020,3,1
320716,2020,4,1
320716,2021,1,1
320716,2021,3,1
320716,2021,4,1
320716,2022,1,1
320723,2021,1,1
320726,2020,3,1
320726,2020,4,1
320726,2021,1,1
320726,2021,3,1
320726,2022,1,1
320728,2020,3,1
320728,2021,3,1
320728,2022,1,1
320728,2022,2,1
320732,2020,1,1
320732,2020,4,1
320732,2021,1,1
320732,2021,4,1
320732,2022,1,1
320735,2021,3,1
320739,2020,1,1
320739,2020,2,1
320739,2020,3,1
320739,2020,4,1
320739,2021,1,1
320739,2021,2,1
320739,2021,3,1
320739,2021,4,1
320739,2022,1,1
32074,2020,2,1
32074,2020,3,1
32074,2020,4,1
32074,2021,1,1
32074,2021,2,1
32074,2021,3,1
32074,2021,4,1
32074,2022,1,1
320746,2020,2,1
320746,2020,3,1
320746,2021,3,1
320762,2020,1,1
320762,2020,3,1
320762,2020,4,1
320762,2021,1,1
320762,2021,3,1
320762,2021,4,1
320762,2022,1,1
320764,2020,1,1
320764,2020,2,1
320764,2020,3,1
320764,2020,4,1
320764,2021,1,1
320764,2021,2,1
320764,2021,3,1
320764,2021,4,1
320764,2022,1,1
320764,2022,2,1
32078,2020,1,1
32078,2020,2,1
32078,2020,3,1
32078,2020,4,1
32078,2021,1,1
32078,2021,2,1
32078,2021,3,1
32078,2021,4,1
32078,2022,2,1
320785,2020,1,1
320785,2020,2,1
320785,2020,3,1
320785,2020,4,1
320785,2021,1,1
320785,2021,2,1
320785,2021,3,1
320785,2021,4,1
320785,2022,1,1
320785,2022,2,1
320789,2020,3,1
320789,2020,4,1
320789,2021,3,1
320789,2021,4,1
320789,2022,1,1
320797,2020,1,1
320797,2020,2,1
320797,2020,3,1
320797,2020,4,1
320797,2021,1,1
320797,2021,2,1
320797,2021,3,1
320797,2021,4,1
320797,2022,1,1
320797,2022,2,1
320807,2020,1,1
320807,2020,2,1
320807,2020,3,1
320807,2020,4,1
320807,2021,1,1
320807,2021,2,1
320807,2021,3,1
320807,2021,4,1
320807,2022,1,1
320807,2022,2,1
320814,2021,3,1
320815,2020,2,1
320815,2020,3,1
320815,2020,4,1
320815,2021,1,1
320815,2021,2,1
320815,2021,3,1
320815,2021,4,1
320815,2022,1,1
320815,2022,2,1
320818,2020,1,1
320818,2020,2,1
320818,2020,3,1
320818,2020,4,1
320818,2021,1,1
320818,2021,2,1
320818,2021,3,1
320818,2021,4,1
320818,2022,1,1
320824,2022,1,1
320830,2020,1,1
320830,2020,2,1
320830,2020,3,1
320830,2020,4,1
320830,2021,1,1
320830,2021,2,1
320830,2021,3,1
320830,2021,4,1
320830,2022,1,1
320830,2022,2,1
320852,2020,1,1
320852,2020,2,1
320852,2020,3,1
320852,2020,4,1
320852,2021,1,1
320852,2021,2,1
320852,2021,3,1
320852,2021,4,1
320852,2022,1,1
320852,2022,2,1
320857,2021,3,1
320858,2020,1,1
320858,2020,3,1
320858,2020,4,1
320858,2021,1,1
320858,2021,3,1
320858,2021,4,1
320858,2022,1,1
320926,2020,1,1
320926,2020,3,1
320926,2020,4,1
320926,2021,1,1
320926,2021,2,1
320926,2021,3,1
320926,2021,4,1
320926,2022,1,1
